,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
12,[[6705836]],[[31178752]],[3480351.7822669684],[30649649.63619298],[30498090.870310195],[65651869.92999944],[128448014.75046194],[1556409544.0775151],[5276411329.310902],[6614530978.480269],[128425054.6551676],[0.11355274280712026],[0.08252841627657401],[0.4645426078926379],[0.7976999951284817]
13,[[6364148]],[[23101440]],[4112115.8801507554],[29565864.449306805],[29407842.377408154],[61597675.3110694],[121337659.25456195],[1512095041.469365],[5127724302.466242],[6616646261.1902],[121316343.33387801],[0.1390832284711759],[0.08024473060678326],[0.4774180556148914],[0.7749733173046898]
14,[[5906176]],[[13017088]],[4558886.250159411],[27973408.496990852],[27823972.024138846],[59556864.180379316],[116365859.18657318],[1454624420.6530077],[4931994424.626531],[6560239505.037853],[116344384.11973271],[0.16297214015409733],[0.07999718520766645],[0.4671832946051129],[0.7518009701991928]
15,[[5961456]],[[31262720]],[4979857.929401919],[27603765.79732541],[27453168.56726629],[58356996.62520091],[114781451.44079286],[1454274201.7518399],[4931927528.135989],[6577815320.637705],[114759838.20119445],[0.1804050203137294],[0.07892696666318184],[0.4704349119195572],[0.7497820002124732]
16,[[5909496]],[[31229952]],[5156751.290709185],[27403274.465786163],[27252359.184197858],[59010599.45932302],[115446834.48055865],[1446696701.3786817],[4907443905.519973],[6591040683.712872],[115425977.99872044],[0.18818011318857347],[0.07980030255860779],[0.4618214258776232],[0.7445628302138634]
17,[[5752764]],[[31182848]],[5418526.100340825],[26316045.16681373],[26159786.890081365],[56707038.2627569],[111111143.75187406],[1411451232.1908655],[4788584881.819387],[6508412468.32166],[111090304.46012306],[0.20590199119942018],[0.07872120638515188],[0.4613146390906145],[0.7357531356727659]
18,[[5465092]],[[23121920]],[6035254.382330174],[25608542.79180005],[25451864.816686627],[55635062.95540357],[109006089.02162786],[1379269385.1512253],[4680314695.580708],[6556290939.898665],[108985255.51278304],[0.2356734794087028],[0.07903176144932432],[0.4574788535260318],[0.713866229928632]
19,[[5279448]],[[13019136]],[6421157.507886501],[24899035.866291523],[24749071.678027883],[52113134.59764238],[103471700.10802561],[1358826998.453951],[4610521623.270535],[6619360841.521873],[103453331.09879702],[0.25788779703633047],[0.07614781000506604],[0.47491043993249915],[0.696520666217453]
20,[[5343971]],[[31229952]],[6370979.582470674],[25060805.438154873],[24903958.808464885],[53470771.65043638],[105549574.79759082],[1377942915.182852],[4676487737.742405],[6603780857.207403],[105530548.7233636],[0.2542208628606529],[0.07659938132022288],[0.4657490071636481],[0.7081530775871311]
21,[[5347328]],[[31229952]],[6392300.213888856],[24934932.208465565],[24779882.464978628],[53349125.230106875],[105606763.57834776],[1372995112.4361734],[4659004543.32159],[6594434761.296212],[105586753.7645293],[0.256359237733104],[0.07691707175196306],[0.4644852630309752],[0.7065055174502642]
22,[[5229804]],[[31139840]],[6663219.126295971],[24291705.400664933],[24140945.551213235],[51436138.29279991],[102158528.6034563],[1355876498.655191],[4602163412.631863],[6572765569.325735],[102132857.835414],[0.2743001784515952],[0.0753450101869757],[0.4693382192456021],[0.700186757627501]
23,[[5002828]],[[23109632]],[7055281.860902839],[23479736.387069806],[23326429.16270672],[49877082.98985018],[98907054.91100058],[1310238841.0067713],[4448257351.801874],[6508737508.104003],[98888325.79826802],[0.3004838616837348],[0.07548780559352188],[0.4676782956103021],[0.6834285982901241]
24,[[4779984]],[[13023232]],[7585153.654239065],[22877239.99259047],[22730393.064606104],[48163069.52691587],[95510796.05198044],[1289657047.6989381],[4377249108.844041],[6596618555.796471],[95494209.50346409],[0.33155894927429014],[0.07405906572014237],[0.4719465201839607],[0.6635595300561584]
25,[[5062680]],[[31258624]],[6994759.220662332],[23866710.576454315],[23715379.153048027],[51199537.68176441],[101021026.36962071],[1345881352.6417816],[4568753658.561731],[6621893031.752092],[101003417.17426558],[0.2930759644591746],[0.075059384819717],[0.4631951815747482],[0.6899467624521384]
26,[[5047516]],[[31244288]],[7044384.777180737],[23815487.871260874],[23658609.574078053],[51512578.71441418],[101834747.56978473],[1345745661.6434033],[4568293959.201254],[6627881722.31514],[101816647.80109775],[0.2957900680120639],[0.0756716149806686],[0.4592782998739283],[0.6892539955594643]
27,[[4967540]],[[31186944]],[7286728.5555716185],[23300021.933848202],[23140839.639824994],[51092414.122731596],[100485019.62968993],[1326115100.2812555],[4502578788.6547],[6600722950.587727],[100467180.17448735],[0.31273483674219665],[0.07577398040967792],[0.45292124158074126],[0.6821341877792025]
28,[[4791407]],[[23105536]],[7573429.968742715],[22511106.499699797],[22357243.083663907],[48092545.55591819],[95084294.09043013],[1284868538.0693028],[4362828432.750205],[6518735226.890377],[95067497.19906941],[0.33643081777627026],[0.07400313049404086],[0.464879594648794],[0.6692752935804387]
29,[[4595135]],[[13023232]],[8079832.874409116],[22081799.742104422],[21932574.153869577],[47452941.37378874],[93093366.93863943],[1267451819.8949845],[4303211078.374619],[6616553956.129983],[93077322.53894696],[0.3659046349833031],[0.07344923529034243],[0.4621963047792086],[0.650370435563041]
30,[[4929604]],[[31254528]],[7304272.525015729],[23205029.72424156],[23051427.326804873],[49280546.579888895],[97845160.06070738],[1327298608.8831131],[4506414060.678901],[6614740656.288243],[97827668.76786378],[0.3147710910874286],[0.07371751873004787],[0.4677591651593415],[0.6812684419297557]
31,[[4882959]],[[31266816]],[7390921.183472727],[23048557.945558697],[22894401.96558235],[50308069.46091422],[99112290.3253585],[1319864020.4661233],[4481129774.641694],[6603482857.258103],[99094776.19250871],[0.3206674014456904],[0.07509280409837674],[0.4550840891115821],[0.6786009552090134]
32,[[4828832]],[[31143936]],[7587960.994404676],[22777164.265569597],[22627224.76395566],[48767966.82788665],[96642282.75182869],[1313163644.2034717],[4458663052.690324],[6614123092.548001],[96624556.41554072],[0.3331389678685676],[0.07359500331769327],[0.4639772013422731],[0.6741124999191215]
33,[[4666731]],[[23111680]],[7997915.518574744],[22238695.601672146],[22087883.362187892],[46780678.92172998],[93064747.04740465],[1280233278.6256225],[4347791686.735177],[6592511859.502266],[93046749.36954957],[0.3596395967564471],[0.07269358530291688],[0.4721582471931142],[0.6595045681212374]
34,[[4487996]],[[13021184]],[8440423.779554006],[21682096.92434241],[21535683.387410875],[45483765.97962375],[90679304.34708607],[1255514855.1683445],[4263459520.1961145],[6632371822.799115],[90663286.04825313],[0.38928078815467215],[0.07222479604586393],[0.4734806567481381],[0.6428257694389593]
