,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
10,[[7048408]],[[31215616]],[2689709.3848615964],[31893625.8084404],[31748347.24140296],[67866799.67727284],[132229696.81264038],[1582515099.9400828],[5362582088.429124],[6532420375.417118],[132204675.36223462],[0.0843337600126288],[0.0835566730564826],[0.4678038067564104],[0.8209180947095286]
11,[[6960028]],[[31223808]],[2869039.734362511],[31796447.645085905],[31647532.30458182],[66354239.91084519],[130887652.90473254],[1588691269.5173674],[5384459337.935159],[6591826585.018886],[130861512.73765862],[0.09023145498474944],[0.08238709144823037],[0.4769481550403417],[0.8168387424166033]
12,[[6750459]],[[31156224]],[3355225.414728886],[30827114.72816402],[30682620.582765732],[67660702.85891089],[130591230.28864402],[1563932258.0702293],[5302042225.480346],[6610497929.76647],[130568196.3052307],[0.10884007291358708],[0.08350184582149577],[0.45347770990121844],[0.80206397185388]
13,[[6393276]],[[23117824]],[3968974.048335169],[29710281.237210102],[29566158.912824694],[62392108.90863176],[122882752.20795189],[1515567893.3105538],[5139195288.378778],[6594405961.960245],[122859813.62834519],[0.13358924530691751],[0.08108033480409187],[0.4738765755798055],[0.7793264955212292]
14,[[6011244]],[[13015040]],[4252766.1352066705],[28732727.139636867],[28604973.794839364],[61052847.70186912],[119200839.47757207],[1487478095.9416046],[5041316050.374122],[6622910540.239414],[119180002.9755311],[0.1480112247799816],[0.08013619817515058],[0.4685280846279612],[0.7611934390090495]
15,[[5971200]],[[31229952]],[4984120.397027313],[27869126.725097276],[27725434.252293207],[58444999.105625615],[115781135.77302453],[1464146557.9313223],[4965886990.55078],[6620132536.711415],[115760192.44376203],[0.17884020716511762],[0.07907755896828424],[0.4743850573457276],[0.7501189686177506]
16,[[5907112]],[[31252480]],[4973912.509823289],[27512264.49960749],[27366036.51893149],[58137739.220877685],[114473647.49571091],[1454825873.9838295],[4934631103.934534],[6589565548.859577],[114452759.20956951],[0.18078891724431664],[0.07868546301162588],[0.4707103662039914],[0.7488553027275896]
17,[[5813532]],[[31166464]],[5366580.630485325],[26905293.407488562],[26761982.603380423],[57476376.848939784],[112992334.99385317],[1438364581.8391583],[4879618725.231664],[6609683723.887754],[112972305.38529052],[0.19946188838036022],[0.07855611603657262],[0.4656170773205945],[0.7382529829069517]
18,[[5531940]],[[23111680]],[5877148.569722914],[25994718.22633192],[25847757.85894849],[55185481.721308164],[108801720.47207662],[1395101874.436706],[4733675737.072627],[6585968494.840287],[108783245.41455331],[0.22609010486482317],[0.07798836949882745],[0.46837967256464447],[0.7187516522104804]
19,[[5373064]],[[13019136]],[6153292.613306265],[25153603.107192837],[25014729.325293265],[54329406.499437764],[105989853.22181399],[1364958940.3638887],[4630617319.713615],[6590330473.271832],[105971195.86907305],[0.2446286755453612],[0.07765057987279662],[0.46042706771612046],[0.7026381057056007]
20,[[5379835]],[[31275008]],[6228589.195843565],[25373278.816601098],[25231696.93299089],[53690580.42461329],[106261777.44504984],[1392233284.5434632],[4724524694.527884],[6630098393.674394],[106241248.3687479],[0.24547829395105042],[0.07632469258188643],[0.46994643629190425],[0.712587417863275]
21,[[5330775]],[[31250432]],[6281368.800669396],[25025094.817929495],[24883503.077232987],[52795790.02650745],[104807679.79346178],[1377909057.2720726],[4676195426.674449],[6583649537.953608],[104789252.44995983],[0.25100279724690766],[0.07606284263850889],[0.47131604744885147],[0.7102740508462649]
22,[[5255245]],[[31121408]],[6583620.6703613065],[24389424.72722697],[24244621.858864907],[52889846.30855784],[103668379.05582792],[1357935683.7231429],[4609539018.449234],[6573979403.608958],[103648874.88808975],[0.2699375136557332],[0.0763426282249196],[0.45839841767401784],[0.7011794128711001]
23,[[5030586]],[[23107584]],[7075251.506614023],[23846550.39003209],[23701970.0552628],[50733981.50409598],[100380338.2282134],[1330698540.656839],[4517662216.900221],[6587859138.440608],[100363234.74886881],[0.29669916155132836],[0.07543431901463213],[0.46718135168140185],[0.6857557397576025]
24,[[4847008]],[[13021184]],[7434910.788489229],[23154350.257191557],[23013016.594751626],[48731076.394268036],[96263627.43612517],[1303879793.316318],[4425521062.890176],[6621514908.719954],[96246701.44008148],[0.32110211281700746],[0.07382860592638378],[0.47224519336614773],[0.6683547683419323]
25,[[5072871]],[[31250432]],[6947422.039705223],[23975948.34528393],[23832959.081865333],[50952175.78492423],[101187709.03378788],[1351375018.371934],[4586744610.790826],[6627727623.77116],[101170978.32811196],[0.28976630828752103],[0.07487759330914193],[0.46775154769577176],[0.6920538789705091]
26,[[5074251]],[[31262720]],[6988067.871392946],[23844467.559667576],[23700650.14281149],[52088629.71472409],[102146152.70266901],[1344989446.5821905],[4565064039.518804],[6619137857.718959],[102127565.90988809],[0.2930687319356679],[0.07594569084704487],[0.45500621292235555],[0.6896765315433367]
27,[[4974586]],[[31176704]],[7174704.591156231],[23350099.732622772],[23204117.201746635],[50656108.83478825],[99505563.7419433],[1332687946.5353832],[4523996038.116487],[6599088582.723924],[99487286.8651751],[0.3072665501780425],[0.07466531381230693],[0.4580714495348512],[0.6855486149951187]
28,[[4777970]],[[23126016]],[7666074.959219896],[22884352.041398056],[22737562.37085004],[49569394.02247951],[97363254.44242959],[1304103834.256853],[4428085976.177415],[6624108100.67359],[97346042.45211275],[0.33499200437713417],[0.07465912750568078],[0.4587016407854139],[0.6684803310693456]
29,[[4582796]],[[13021184]],[8049152.950375259],[21782678.934103653],[21644825.375725564],[48591932.143681325],[94291639.44336587],[1249871627.1367764],[4243740764.7992864],[6546618010.544945],[94273319.74202459],[0.36952080020668393],[0.0754410592225143],[0.44544072278756175],[0.6482340588627127]
30,[[4904439]],[[31264768]],[7178621.828022971],[23207727.786904983],[23065176.067768186],[50017099.90724849],[98435423.07428616],[1328261778.4993565],[4509926040.139819],[6603645894.7648325],[98417648.82190584],[0.30932032183148606],[0.07410845111081682],[0.4611458103436656],[0.6829448628847815]
31,[[4924816]],[[31281152]],[7225998.165325559],[23019874.28068223],[22877002.005879853],[49161347.848106734],[97380696.44255652],[1319310758.5769377],[4479211831.616974],[6569386390.590562],[97361607.09464468],[0.31390259031038487],[0.07381179590136543],[0.4653452968084331],[0.6818310821285564]
32,[[4839979]],[[31090688]],[7431114.441619631],[22818404.537504397],[22676709.625333443],[49897663.616494246],[97988484.37197629],[1316404114.8344648],[4469528682.342121],[6594307257.987328],[97970843.22520146],[0.3256631912807852],[0.07443647681418722],[0.45446435728179857],[0.6777859307250845]
33,[[4700295]],[[23123968]],[7879435.941078528],[22340958.56706525],[22191301.44291853],[47775202.25136215],[94655318.45893641],[1286076125.1632576],[4368006463.997952],[6589904792.543873],[94637469.06436628],[0.35269014610206967],[0.07360008992229805],[0.46449413915952226],[0.6628330152721053]
34,[[4487095]],[[13021184]],[8405813.353888474],[21585351.89218447],[21443383.402937356],[45766951.72705572],[90622545.00283383],[1251576224.1045365],[4250125000.9676795],[6610206927.3056755],[90606651.16494678],[0.3894221134718686],[0.07240673261244748],[0.4685342281657973],[0.6429639870139486]
