,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
10,[[7077353]],[[31250432]],[2624975.0785758025],[32206189.80139439],[32051556.868143596],[68799387.91787042],[133487330.02634911],[1600213387.978583],[5423143544.123355],[6572728932.07409],[133462758.84791714],[0.08150529742149604],[0.08341845595666],[0.4658697967837343],[0.825097702973737]
11,[[7005691]],[[31254528]],[2840919.936970093],[32007913.97620766],[31858465.897352498],[66380853.91219367],[130587493.20653154],[1597409567.5665236],[5413940807.734436],[6613014213.064302],[130563969.2720628],[0.08875679743084242],[0.08174953741229127],[0.47993455973756816],[0.8186797477372657]
12,[[6793388]],[[31131648]],[3282111.4839540413],[31022266.263817847],[30871397.89472383],[66004707.05535269],[129432758.38998112],[1573658390.8589113],[5334687162.486274],[6624391127.572063],[129408540.71306188],[0.10579857242028966],[0.08224959059846275],[0.4677150959678458],[0.805309810328412]
13,[[6451632]],[[23113728]],[3961081.5826736726],[29906678.36775266],[29754143.227402933],[62297041.868529715],[122848740.34858538],[1525211131.8770664],[5171684151.771087],[6630428941.790018],[122826538.78703766],[0.1324480617327523],[0.08054539976861848],[0.4776172725856777],[0.7799923952393473]
14,[[5975459]],[[13015040]],[4523576.7339837765],[28408811.897427943],[28262957.660352428],[59279818.49084671],[116605706.76708609],[1471583918.5501618],[4989264921.191948],[6599631886.533783],[116583285.15360557],[0.15923146488196957],[0.0792382311991889],[0.4767720006551042],[0.7559913957280393]
15,[[6006668]],[[31234048]],[4899268.417650098],[27980354.380517203],[27829425.13809855],[60290218.56514422],[117764499.34339133],[1473436533.0241108],[4998498497.003737],[6629902786.089028],[117743146.77846621],[0.17509672504582258],[0.07992505730917986],[0.4615910474437667],[0.7539323966396113]
16,[[5955724]],[[31236096]],[4979428.535876271],[27581426.01794539],[27425020.23238706],[59778462.558979094],[116474109.55268979],[1458301974.473891],[4946645644.654383],[6590881881.881923],[116453677.04266348],[0.1805355724767998],[0.0798696782912263],[0.4587776108381638],[0.7505286444675209]
17,[[5817963]],[[31164416]],[5400173.146946472],[26971003.575050555],[26815576.875440445],[57360000.75457764],[112617475.8967786],[1444924629.1962693],[4903336667.300971],[6627901551.418931],[112596698.29474548],[0.20022143899539155],[0.07794003480958131],[0.46749610395185387],[0.7398022781812809]
18,[[5562060]],[[23111680]],[5867690.8401413495],[26270463.823835395],[26112967.682017747],[56066398.2882],[109763016.75971273],[1412052877.497452],[4791269736.705938],[6628500771.964286],[109742825.76540783],[0.22335695629467905],[0.07773293656979981],[0.4657507612275784],[0.722828570371592]
19,[[5322736]],[[13019136]],[6112796.034111973],[25369502.21572591],[25222200.836712103],[55220239.850433506],[107181693.07887448],[1375926020.3405824],[4667628515.521865],[6622861430.366169],[107163089.96948299],[0.24095057057614658],[0.07789786041864652],[0.456756452073145],[0.7047752039806453]
20,[[5390727]],[[31295488]],[6242134.935731973],[25158752.806387864],[25000439.658253398],[54173349.34178834],[106605335.34364963],[1383254926.8886557],[4694923318.595232],[6586672683.932224],[106586531.52425857],[0.24810987189106928],[0.07706846602992852],[0.46148964319192487],[0.7127913506387229]
21,[[5355627]],[[31242240]],[6351015.320286904],[25010834.308814522],[24858632.08897852],[54486038.64212629],[106867480.55624512],[1377926695.81562],[4676113065.765294],[6595407043.417408],[106848412.63628927],[0.2539305663245559],[0.07755672408464974],[0.45623856511673216],[0.7089953713216717]
22,[[5274264]],[[31170560]],[6564086.617474783],[24598692.67130186],[24442547.51041397],[53674063.26656423],[104989899.88394773],[1371978039.8628306],[4656650038.748923],[6610512121.857932],[104969069.72763924],[0.2668469704950131],[0.0765244754897422],[0.4553884320071634],[0.7044310566123186]
23,[[5063137]],[[23109632]],[7080997.065717475],[24010826.912832458],[23862299.12384693],[51697844.55738588],[101580919.5986371],[1335969928.6549273],[4534668184.983164],[6611195741.475164],[101562897.74269243],[0.2949085048767343],[0.07603533389476076],[0.46157241811811306],[0.6859074155882333]
24,[[4861951]],[[13021184]],[7445950.850064293],[23155540.7797212],[23007752.73179881],[48631802.09301761],[96066352.28139044],[1302914133.5607522],[4423911846.996208],[6615400310.164889],[96048864.03570451],[0.321562382018959],[0.07373191356735795],[0.4731009697685496],[0.6687292740544588]
25,[[5083337]],[[31213568]],[6851275.578660048],[23958704.538252927],[23811468.47199596],[51010477.30515812],[100824660.69907083],[1349925773.3933713],[4582070856.426244],[6592850595.452189],[100807109.27090414],[0.2859618543949724],[0.07468904045414525],[0.46679564140420565],[0.6950060205500485]
26,[[5072470]],[[31215616]],[6940961.223332015],[23846216.1234495],[23691682.270712666],[50464498.90352481],[100283314.84891632],[1348948799.4388282],[4579359466.544454],[6606086499.143489],[100264387.60225686],[0.29107180725861687],[0.07434182445666941],[0.46947225842874396],[0.6932030737318062]
27,[[4992658]],[[31168512]],[7244472.8481012415],[23384536.37584281],[23227859.096779104],[50792507.60333793],[100167228.10902898],[1333006035.4071116],[4525737341.349506],[6609951845.13626],[100149324.64288501],[0.30979758296961923],[0.0751438669056266],[0.45730876841474627],[0.6846853725083698]
28,[[4821511]],[[23113728]],[7596696.95125658],[22868741.55282346],[22716905.0784227],[48227633.913718864],[95772294.05100542],[1301830908.7092676],[4420906784.11047],[6581751469.123356],[95755262.18772057],[0.3321869257085842],[0.07356738375950932],[0.47103503188782053],[0.6716915405952428]
29,[[4579900]],[[13025280]],[8112329.148385551],[21970503.641077224],[21815357.232788306],[46646258.473410696],[92754217.71347405],[1262952744.1635725],[4289373721.942351],[6595250494.878585],[92737007.8574653],[0.36923728654168436],[0.073442350192527],[0.46767646423825177],[0.6503731321915948]
30,[[4939487]],[[31262720]],[7159842.175846966],[23262168.005000614],[23104556.03539764],[50720613.43869472],[99484812.95941852],[1334634126.8546336],[4531259502.051906],[6606667317.6407795],[99465904.0514292],[0.3077891181212272],[0.07454088799143548],[0.45552595816538743],[0.6858616128517282]
31,[[4935277]],[[31287296]],[7242741.237708757],[23334947.909683462],[23185744.477765337],[50384614.11901437],[99470726.97960512],[1336411672.2318306],[4536466313.901076],[6638774791.607608],[99453030.22643036],[0.31038171868826786],[0.07443120188668159],[0.4601750927971362],[0.683328845502613]
32,[[4868912]],[[31162368]],[7493697.58804533],[22748114.475678727],[22589988.31802668],[48667901.17230976],[96569567.40829006],[1316861985.147872],[4471561769.918491],[6596129287.5736685],[96551537.59990601],[0.3294206030155712],[0.07333309678420563],[0.46416606785746395],[0.6779069322280247]
33,[[4704470]],[[23113728]],[7937907.392257702],[22482318.18738697],[22328824.344770785],[47815785.31208086],[94423617.26250382],[1293428882.3343654],[4392492801.986218],[6630736558.641295],[94407158.0768254],[0.3530733497362841],[0.07300255820180014],[0.46697600382460547],[0.6624441739073229]
34,[[4524544]],[[13023232]],[8359069.7352287555],[21659427.60633846],[21506884.35083723],[46989518.9510345],[92054699.20608842],[1256885257.8507547],[4268579456.6402845],[6609233354.805097],[92038598.20999256],[0.38593216252781026],[0.07324033648345901],[0.45769535060038624],[0.6458509221098856]
