,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
10,[[7064275]],[[31266816]],[2689608.976460005],[32421793.391277216],[32273834.44206561],[67390954.85417837],[132402343.92057756],[1610805687.704314],[5458900954.103374],[6635550291.062655],[132378688.72260709],[0.08295682302335625],[0.08219634741250173],[0.4789045430785222],[0.8226749424920948]
11,[[6978287]],[[31242240]],[2895865.988775563],[31916364.192988377],[31762969.266947813],[66806019.99008542],[131206991.05718724],[1596296006.2842004],[5410724645.953772],[6616843152.513419],[131181969.45873244],[0.0907329535176738],[0.08219464970197231],[0.4754507044673774],[0.8177199491117602]
12,[[6770536]],[[31166464]],[3297286.311108436],[30792656.319899775],[30634384.34976554],[66349916.31058861],[128988105.30937065],[1562279240.5648658],[5296437708.781321],[6582261537.508457],[128964249.71121666],[0.1070802816377216],[0.08256405254590277],[0.4617094648072175],[0.8046531847147095]
13,[[6433692]],[[23111680]],[3892300.913648511],[29855126.04636173],[29694921.426791374],[62462520.9514112],[122537330.11048579],[1520900740.2198298],[5157160658.202366],[6598091506.675805],[122513515.1080275],[0.13037295195485676],[0.08056892002878133],[0.47540382575802015],[0.7816139944383104]
14,[[6293888]],[[13017088]],[3778729.3398659737],[29405683.04466152],[29264839.079726525],[62577411.26036331],[121907623.9141003],[1509196722.0881877],[5114276789.814874],[6593441617.370471],[121885608.71909669],[0.1285033690299531],[0.08077649661564586],[0.4676581931132544],[0.7756611928346]
15,[[5992284]],[[31283200]],[4898457.433690778],[27597462.19148553],[27447537.304585136],[58117604.21731089],[114377479.8586569],[1450259073.169182],[4918625331.570403],[6541664412.403815],[114355586.85695072],[0.1774966625446476],[0.07886692934712226],[0.4722757875901846],[0.7518920295336571]
16,[[5969727]],[[31244288]],[4941815.57168367],[27654129.911884867],[27505119.064116668],[58135412.27998916],[114365973.57098006],[1460038967.6750069],[4951765350.775124],[6588584454.050378],[114344565.94174516],[0.17870081566225068],[0.07833076794730935],[0.47312159637997836],[0.7515674095565386]
17,[[5805015]],[[31193088]],[5348557.02602258],[26739699.334677164],[26592171.48851624],[57666157.95186627],[112464883.00017154],[1429050718.1126049],[4848082469.88331],[6559127659.056165],[112444896.37941906],[0.2000230802552947],[0.07869901436997818],[0.4611399897789728],[0.7391352511929814]
18,[[5586963]],[[23130112]],[5791390.1618740745],[26191650.762785297],[26045431.91742917],[54967572.58657209],[108211260.08226933],[1402755894.9359763],[4759125036.587692],[6595685608.13645],[108192078.52663752],[0.22111588972860147],[0.07714190364333363],[0.473832674280977],[0.7215512259585003]
19,[[5286260]],[[13019136]],[6221154.081342216],[25082320.953260567],[24944430.47607031],[52473486.881151915],[103500274.3980884],[1359491708.8781884],[4612886212.804055],[6578526369.345352],[103481418.06677443],[0.24802944244812794],[0.0761315966270171],[0.47537207757066674],[0.7012035756669159]
20,[[5385304]],[[31287296]],[6214713.20998178],[25186787.305593234],[25038671.85972314],[53748430.12117738],[105876281.11536518],[1381860835.924935],[4689609989.340469],[6572849716.808835],[105857039.9201625],[0.24674497523555444],[0.07661862784069563],[0.46584936161433427],[0.7134820042131297]
21,[[5377724]],[[31186944]],[6250308.177576699],[25128429.905475542],[24979582.421112455],[52668262.79513753],[104208412.61613776],[1383651476.1924708],[4695302041.649379],[6583835814.247653],[104190656.2459028],[0.24873452902104093],[0.07531406167606473],[0.4742814950680058],[0.7131560042078479]
22,[[5268388]],[[31154176]],[6560337.796879371],[24648554.663134597],[24502992.109524596],[52854179.6760925],[103710298.76297645],[1368384369.4953747],[4643887799.068371],[6602735654.631582],[103690166.18998194],[0.26615507020747486],[0.07579032695413071],[0.46359611027333797],[0.7033278389406442]
23,[[5077696]],[[23123968]],[7031057.957064776],[24053935.978364117],[23906157.59186766],[51240577.22801862],[100467853.94010817],[1338017973.9521286],[4541934935.04199],[6605762542.028536],[100449212.73974185],[0.2923038443017819],[0.07508707348927039],[0.46654739046920113],[0.687571632516967]
24,[[4830640]],[[13019136]],[7429874.010257767],[23003173.898220174],[22854172.62596403],[48588080.1895829],[95738625.35793592],[1295332131.0679233],[4397943303.962976],[6574215300.301775],[95721353.62213825],[0.3229934287821316],[0.07391048447088638],[0.4703658291661394],[0.6689685541270756]
25,[[5088532]],[[31268864]],[6873781.264629675],[23886971.240051422],[23732706.40966231],[50668088.528911084],[100140942.65863441],[1346211534.6500478],[4570140310.94692],[6587590813.262339],[100123668.9208272],[0.287762780620105],[0.07438722673303076],[0.4683955345211116],[0.6937498761681091]
26,[[5055955]],[[31240192]],[6971700.504493433],[23695676.032379977],[23540539.039019052],[49879430.51928507],[99443518.19370583],[1339214088.3917408],[4546066555.694659],[6571280431.891068],[99424463.57765907],[0.2942182571607855],[0.07425513146529643],[0.4719488332954701],[0.6918083321527647]
27,[[4991692]],[[31172608]],[7161864.006083468],[23301702.02667738],[23148051.76533068],[49064281.797763236],[97568014.73802061],[1329613739.918584],[4513570087.68392],[6571752413.428409],[97549672.55597262],[0.3073536859189117],[0.07338072088815431],[0.4717902905568662],[0.6868137756469802]
28,[[4827055]],[[23117824]],[7687928.805932521],[23080705.10964187],[22928893.86183382],[49322074.09212839],[97498807.17476629],[1312548330.7341683],[4456495183.559026],[6641536408.242243],[97480630.79347724],[0.33308899227350386],[0.07428207014688042],[0.4648809743686992],[0.6710036518099112]
29,[[4614499]],[[13021184]],[8036635.757725713],[22218541.824240156],[22068793.341815915],[47012343.37138695],[92944421.40740378],[1274333105.0837588],[4327024109.973313],[6616294509.313061],[92928070.93212353],[0.3617085145055668],[0.07293573480639881],[0.46942551166780616],[0.6539950880183186]
30,[[4945651]],[[31260672]],[7190049.490468101],[23302067.688617416],[23146434.006677],[50274019.65030774],[99076151.28069809],[1333067580.6060967],[4525615492.416554],[6606372253.1000185],[99058481.17895906],[0.308558432948862],[0.07432192690159925],[0.460405477176427],[0.685037917791103]
31,[[4926967]],[[31252480]],[7248036.788194429],[23025723.70694074],[22869027.6888278],[49431945.81355073],[97473769.6408327],[1320829028.0614238],[4484726092.1208935],[6562859003.858056],[97455135.53324266],[0.3147799774045592],[0.07379741629686518],[0.4626366070048316],[0.6833494502143795]
32,[[4860739]],[[31164416]],[7494642.877423518],[22767560.481013846],[22616556.396978006],[48741324.65147584],[96371585.88802466],[1312199234.610876],[4456560091.10954],[6585105906.007999],[96352275.018982],[0.32918076065608326],[0.07344279995453816],[0.4640119356356721],[0.6767636169744126]
33,[[4702872]],[[23115776]],[7918197.874507026],[22434839.68429674],[22286782.131269623],[47235887.87141983],[93728628.4660208],[1288542289.881104],[4376005545.312176],[6601467875.373061],[93711354.66079645],[0.35294203060650203],[0.0727400483492624],[0.47181884655023676],[0.6628837143382872]
34,[[4511956]],[[13029376]],[8352168.672406799],[21686161.348685518],[21541924.04692945],[46683013.13465396],[91807567.76586099],[1253491102.02467],[4256630174.086621],[6604645605.618998],[91791307.81143546],[0.38513817812727175],[0.07324149937528167],[0.4614510204127836],[0.6444903221552465]
