,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
22,[[5232247]],[[31178752]],[6646652.7534248335],[24490078.602958143],[24339868.615692172],[52291626.829240024],[103209705.08769144],[1366017864.9334254],[4635703171.360939],[6618902111.290602],[103191682.12413086],[0.27140185465235656],[0.07555516493389455],[0.4654639775345829],[0.7003734295228965]
23,[[5043936]],[[23115776]],[7106718.22953649],[23894655.36851589],[23747952.996067822],[49892215.409558326],[99085263.49369523],[1330722958.195871],[4516682889.458508],[6596989447.530097],[99066792.02564938],[0.29741873736753927],[0.07445972347845427],[0.4759851371827077],[0.6846581952847517]
24,[[4762916]],[[13027328]],[7499272.208382185],[23061964.051731214],[22920585.937568106],[50412431.6464447],[98140286.03898153],[1297433885.0551696],[4402931664.535694],[6610710435.693629],[98123835.8556583],[0.32517925149654503],[0.07564183976496683],[0.45466138388872107],[0.6660300292027109]
25,[[5061744]],[[31277056]],[6866362.458910708],[23686448.433459494],[23538784.966063302],[50640431.45017687],[100335560.77929609],[1334433038.1845796],[4529046984.583687],[6544487951.513528],[100316889.88290842],[0.28988569046979956],[0.07518965576256784],[0.4648219671908243],[0.6920399301119142]
26,[[5060951]],[[31266816]],[7030081.558161987],[23709504.35448942],[23564683.643971033],[50104136.911774896],[99568703.81862447],[1339091833.9279897],[4544858740.182945],[6589661719.478857],[99549968.99559128],[0.29650900554700266],[0.07435539616917626],[0.47031413165472835],[0.6896953035917563]
27,[[4949320]],[[31156224]],[7294080.543068013],[23110592.238102965],[22961796.023243953],[49814661.2317525],[98489147.33393511],[1316050914.7438066],[4467828317.861521],[6562257866.093397],[98471279.78138009],[0.315616340244284],[0.0748368822441097],[0.4609445383241473],[0.6808370547195947]
28,[[4768547]],[[23121920]],[7775892.7272178205],[22809313.757359605],[22663239.365319293],[48888144.59588762],[96285014.70215963],[1297087199.2513483],[4404448710.913369],[6612299591.61581],[96268102.80936804],[0.34090866607983183],[0.07423172070292061],[0.4635733172664868],[0.6660993879494016]
29,[[4587482]],[[13023232]],[8161640.578548776],[21994811.17025763],[21855594.223462578],[47381426.15617141],[92899060.64135146],[1260534097.5234525],[4280302647.900279],[6601254987.932961],[92882461.6267144],[0.37107118198792777],[0.073698173515392],[0.46126923557398863],[0.6484074097614221]
30,[[4920715]],[[31252480]],[7272502.939676814],[23213281.985074192],[23071423.742245954],[51518314.66817222],[100631411.2705786],[1323080352.2631907],[4490963522.081027],[6597351782.802151],[100614147.85032749],[0.31329059563197176],[0.07605842766725684],[0.44782955131293095],[0.6807221548785657]
31,[[4899580]],[[31258624]],[7388391.300410731],[23046758.816121466],[22890717.84145585],[49573048.93815449],[97958003.60133368],[1317713888.9263673],[4473848250.373662],[6604064195.303366],[97941029.56529066],[0.3205826623760417],[0.07433935729488808],[0.4617573123253619],[0.6774386374916439]
32,[[4749407]],[[31164416]],[7351343.045948543],[22304285.63973069],[22157185.29823052],[48716574.25741664],[95369843.72579424],[1270284358.7509372],[4313286738.201831],[6478174918.843725],[95353416.60061544],[0.32959329721161634],[0.07507755493389749],[0.4548182140466763],[0.6658181960563208]
33,[[4672828]],[[23115776]],[8012698.546498895],[22305826.130349454],[22158684.060825575],[47023250.91248566],[93770415.95312758],[1283215301.325472],[4357826515.907511],[6607227919.145079],[93753796.06633566],[0.35921998583126963],[0.07307457747446533],[0.4712282462576823],[0.6595544408692622]
34,[[4483743]],[[13029376]],[8474019.58680904],[21655044.56624156],[21508623.278429016],[46029384.50424142],[91137712.00993706],[1257044028.5722144],[4269051143.9304175],[6633248589.508992],[91121484.47663297],[0.39131850137216256],[0.0725016068955467],[0.46728027128946475],[0.6435837714091192]
